snapshot_date,id,namespace,name,provider,downloads,verified,source,published_at,latest_version,description
2026-07-13,bytejunkie/resource-group/azurerm/1.0.1,bytejunkie,resource-group,azurerm,6031,False,https://github.com/bytejunkie/terraform-azurerm-resource-group,2021-01-13T20:19:19.737863Z,1.0.1,module for creating resource groups in azure.
2026-07-13,oraziobattaglia/computesingle/azurerm/0.1.3,oraziobattaglia,computesingle,azurerm,6016,False,https://github.com/oraziobattaglia/terraform-azurerm-computesingle,2025-03-18T10:21:16.298052Z,0.1.3,"This Terraform module deploys 1 Virtual Machines in Azure, ideas from official module."
2026-07-13,avinor/container-registry/azurerm/4.1.2,avinor,container-registry,azurerm,6001,False,https://github.com/avinor/terraform-azurerm-container-registry,2024-06-20T07:53:59.327806Z,4.1.2,Terraform module to create a docker container registry in Azure
2026-07-13,adfinis-forks/vnet/azurerm/2.0.0,adfinis-forks,vnet,azurerm,5986,False,https://github.com/adfinis-forks/terraform-azurerm-vnet,2019-04-16T12:03:09.864177Z,2.0.0,Terraform module to create/provision Azure vnet 
2026-07-13,TaitoUnited/project-resources/azurerm/3.17.0,TaitoUnited,project-resources,azurerm,5985,False,https://github.com/TaitoUnited/terraform-azurerm-project-resources,2025-03-28T09:10:33.302319Z,3.17.0,Azure project resources
2026-07-13,claranet/policy/azurerm/8.1.4,claranet,policy,azurerm,5984,False,https://github.com/claranet/terraform-azurerm-policy,2026-06-02T14:31:51.615713Z,8.1.4,Terraform module for Azure Policy
2026-07-13,hrazaf6/cdn/azurerm/0.0.2,hrazaf6,cdn,azurerm,5978,False,https://github.com/hrazaf6/terraform-azurerm-cdn,2020-10-30T07:49:18.871059Z,0.0.2,This project is for the Azure CDN
2026-07-13,srb3/workshop-server/azurerm/0.0.21,srb3,workshop-server,azurerm,5978,False,https://github.com/srb3/terraform-azurerm-workshop-server,2020-04-04T22:35:34.429268Z,0.0.21,
2026-07-13,rhythmictech/aks/azurerm/6.0.0,rhythmictech,aks,azurerm,5944,False,https://github.com/rhythmictech/terraform-azurerm-aks,2021-08-12T15:22:12.643567Z,6.0.0,Terraform Module for deploying an AKS cluster
2026-07-13,rhythmictech/mysql/azurerm/4.1.0,rhythmictech,mysql,azurerm,5937,False,https://github.com/rhythmictech/terraform-azurerm-mysql,2021-10-30T15:29:20.906588Z,4.1.0,Terraform module creating a MySQL Database on Azure
2026-07-13,kumarvna/caf-virtual-network-spoke/azurerm/2.2.0,kumarvna,caf-virtual-network-spoke,azurerm,5933,False,https://github.com/kumarvna/terraform-azurerm-caf-virtual-network-spoke,2022-10-29T09:21:14.426055Z,2.2.0,Terraform module to create a spoke network using the Microsoft Azure Hub-Spoke Architecture
2026-07-13,rink72/resource-group/azurerm/1.0.0,rink72,resource-group,azurerm,5914,False,https://github.com/rink72/terraform-azurerm-resource-group,2019-12-23T00:57:08.764874Z,1.0.0,Terraform module for creating Azure Resource Group
2026-07-13,Nilsas/vmss/azurerm/0.1.20,Nilsas,vmss,azurerm,5913,False,https://github.com/Nilsas/terraform-azurerm-vmss,2020-09-30T17:35:08.661988Z,0.1.20,Module to deploy Linux or Windows VM Scale Set with AzureRM provider >=2.0.0
2026-07-13,StefanSchoof/function-cors/azurerm/0.0.2,StefanSchoof,function-cors,azurerm,5911,False,https://github.com/StefanSchoof/terraform-azurerm-function-cors,2019-07-29T21:00:33.660679Z,0.0.2,A Terraform module to add CORS to a azure function
2026-07-13,10thmagnitude/consul/azurerm/0.0.7,10thmagnitude,consul,azurerm,5909,False,https://github.com/10thmagnitude/terraform-azurerm-consul,2019-02-14T16:01:43.907217Z,0.0.7,A Terraform Module for how to run Consul on AzureRM using Terraform and Packer
2026-07-13,sjones-sot/remote-state-storage/azurerm/0.2.0,sjones-sot,remote-state-storage,azurerm,5905,False,https://github.com/jackofallops/terraform-azurerm-remote-state-storage,2018-01-29T15:41:26.438907Z,0.2.0,Terraform module to set up a storage account on Azure and prep it for use as remote state storage
